title,address,city,price,bedroom,bathroom,floors,parking,face,year,views,area,road,road_width,road_type,build_area,posted,amenities,year_missing,road_width_ft,area_sqft,build_area_sqft,price_category
"Fully Furnished New House On Sale At Hepali, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Hepali, Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,33500000,0,4,3.0,2,South East,2074.0,188,0-4-0-0 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Microwave', 'Drainage', 'Electricity Backup', 'Water Supply', 'Modular Kitchen', 'Fencing', 'Intercom', 'Internet', 'Frontyard', 'TV Cable', 'Garage', 'Garden', 'Washing Machine', 'Water Tank', 'Kids Playground', 'CCTV', 'Wifi']",1,18.0,1369.0,,Premium
"House Sale In Mhepi : House For Sale In Mhepi, Kathmandu","Mhepi, Mhepi, Kathmandu",Kathmandu,37000000,0,0,3.0,0,North East,2074.0,86,0-5-0-2 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,1 month ago,[],1,13.0,1754.03125,,Premium
"House Sale In Chaysingdol : House For Sale In Pasikot, Kathmandu","Chyasingdol, Pasikot, Kathmandu",Kathmandu,36000000,0,0,3.0,0,East,2074.0,134,0-7-2-0 Aana,20 Feet,20 Feet,Unknown,N/A Aana,1 month ago,[],1,20.0,2566.875,,Premium
"House On Sell @Dhapasi, Near By Grandi International Hospital. : House For Sale In Dhapasi, Kathmandu","Harihar Marg, Dhapasi, Dhapasi, Kathmandu",Kathmandu,40000000,8,4,3.0,5,South,2068.0,86,0-8-3-0 Sq. Feet,12 Feet / Concrete,12 Feet , Concrete,0-4-0-0 Aana,1 month ago,"['Parking', 'Water Supply', 'Solar Water', 'Water Tank', 'Store Room', 'Garden', 'Lawn', 'Balcony', 'TV Cable', 'Internet', 'Wifi', 'Modular Kitchen']",0,12.0,2994.6875,1369.0,Premium
"One And Half Storied : House For Sale In Imadol, Lalitpur","Nearby Cozy Homes, Imadol, Lalitpur",Lalitpur,12500000,2,1,1.0,1,West,2076.0,3.2K,0-3-0-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Sq. Feet,1 month ago,"['Lawn', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']",0,20.0,1026.75,,High
"Modern Designed : House For Sale In Imadol, Lalitpur","Nearby Cozy Homes, Imadol, Lalitpur",Lalitpur,19500000,5,3,2.5,1,East,2076.0,710,0-3-1-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,1900 Sq. Feet,1 month ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']",0,20.0,1112.3125,1900.0,High
"House For Sale In Imadol, Lalitpur","Sanagaun Height, Imadol, Lalitpur",Lalitpur,22000000,5,3,2.5,1,West,2076.0,157,0-3-2-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,2100 Sq. Feet,1 month ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Electricity Backup', 'Parking', 'Store Room']",0,20.0,1197.875,2100.0,High
"House For Sale In Imadol, Lalitpur","Sanagaun Height, Imadol, Lalitpur",Lalitpur,21500000,4,3,2.5,1,East,2076.0,161,0-4-0-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,2500 Sq. Feet,1 month ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Parking', 'Store Room']",0,20.0,1369.0,2500.0,High
"Newly Built : House For Sale In Imadol, Lalitpur","Sanagaun height, Imadol, Lalitpur",Lalitpur,19500000,4,3,2.5,1,North East,2076.0,166,0-3-2-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,750 Aana,1 month ago,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Store Room']",0,20.0,1197.875,256687.5,High
"House For Sale In Imadol, Lalitpur","Nearby, Buddha party palace, Imadol, Lalitpur",Lalitpur,19000000,4,3,2.5,1,South,2076.0,602,0-3-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,650 Sq. Feet,1 month ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Parking', 'Store Room']",0,13.0,1026.75,650.0,High
"House For Sale In Imadol, Lalitpur","Nearby, Buddha party palace, Imadol, Lalitpur",Lalitpur,18000000,4,3,2.5,1,South,2076.0,792,0-3-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,650 Sq. Feet,1 month ago,[],0,13.0,1026.75,650.0,High
"Brand New House For Sale In Swoyambhu/Swayambhu : House For Sale In Swayambhu, Kathmandu","Swoyambhu, Swayambhu, Kathmandu",Kathmandu,37000000,8,5,3.0,2,South,2077.0,136,0-5-1-3 Aana,12 Feet / Gravelled,12 Feet , Gravelled,990 Sq. Feet,1 month ago,"['Parking', 'Balcony', 'Drainage', 'Garden']",0,12.0,1860.984375,990.0,Premium
"Brand New House For Sale In Swoyambhu/Swayambhu Near Bhagwan Pau : House For Sale In Swayambhu, Kathmandu","Swoyambhu, Swayambhu, Kathmandu",Kathmandu,34000000,6,3,3.0,1,South,2077.0,94,0-4-0-0 Aana,12 Feet / Gravelled,12 Feet , Gravelled,950 Sq. Feet,1 month ago,"['Parking', 'Balcony', 'Water Well', 'Water Tank', 'Drainage']",0,12.0,1369.0,950.0,Premium
"Vbn : House For Sale In Butwal, Butwal","Nayagaun, Butwal, Butwal",Butwal,800000,2,1,1.0,1,South,2020.0,197,6.25 Dhur,32 Feet,32 Feet,Unknown,6.25 Dhur,1 month ago,['Parking'],0,32.0,1139.0625,1139.0625,Low
"House On Sell @Tarkeshwar-09, Manamaiju, Basukinagtole : House For Sale In Manamaiju, Kathmandu","Basukinagtole, Manamaiju, Kathmandu, Manamaiju, Kathmandu",Kathmandu,26000000,8,4,3.0,1,South,2075.0,220,0-4-0-2 Aana,16 Feet / Gravelled,16 Feet , Gravelled,0-3-2-0 Aana,1 month ago,"['Parking', 'Balcony', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet']",0,16.0,1411.78125,1197.875,High
"House Sale In Syuchatar : House For Sale In Syuchatar, Kathmandu","Syuchatar, Syuchatar, Kathmandu",Kathmandu,22000000,5,3,3.0,1,South West,2074.0,380,0-6-2-0 Aana,10 Feet,10 Feet,Unknown,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Drainage', 'Water Supply']",1,10.0,2224.625,,High
"House Sale In Phutung Tushal : House For Sale In Kavresthali, Kathmandu","Phutung Tushal, Kavresthali, Kathmandu",Kathmandu,23000000,7,3,3.0,1,North East,2074.0,135,0-4-0-0 Aana,10 Feet,10 Feet,Unknown,N/A Aana,2 months ago,['Parking'],1,10.0,1369.0,,High
"House For Sale In Goldhunga, Kathmandu","Jarankhu, Goldhunga, Kathmandu",Kathmandu,15500000,5,2,3.0,1,North West,2074.0,960,0-3-2-2 Aana,13 Feet,13 Feet,Unknown,N/A Aana,2 months ago,['Parking'],1,13.0,1240.65625,,High
"2 And Half Floor House Is On Sale In Imadole : House For Sale In Imadol, Lalitpur","Imadole, Imadol, Lalitpur",Lalitpur,23500000,6,4,3.0,1,North,2020.0,673,3.3aana Aana,10 Feet,10 Feet,Unknown,N/A Aana,2 months ago,"['Parking', 'Modular Kitchen', 'TV Cable', 'Water Well', 'Water Supply', 'Water Tank', 'Solar Water', 'Drainage']",0,10.0,1129.425,,High
"House For Sale In Maharajgunj, Kathmandu","Maharajgunj Ganeshbasti, Maharajgunj, Kathmandu",Kathmandu,57500000,0,0,3.0,0,North East,2074.0,167,0-6-1-0 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Aana,2 months ago,[],1,12.0,2139.0625,,Premium
"House Sale In Baluwatar : House For Sale In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,90000000,5,5,3.0,3,South East,2074.0,296,0-10-0-0 Aana,20 Feet,20 Feet,Unknown,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Garden', 'Drainage', 'Water Supply', 'Solar Water', 'Electricity Backup']",1,20.0,3422.5,,Premium
"House For Sale In Kalanki, Kathmandu","Nearby L.R.I School., Kalanki, Kathmandu",Kathmandu,17000000,4,3,2.5,1,North West,2076.0,2.1K,0-4-0-0 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,1650 Sq. Feet,2 months ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']",0,10.0,1369.0,1650.0,High
"1.5 Storied House : House For Sale In Imadol, Lalitpur","Opposite of Green hill city, Imadol, Lalitpur",Lalitpur,12500000,2,1,1.5,1,South,2076.0,917,0-3-1-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,2 months ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Well', 'Internet', 'Parking']",0,13.0,1112.3125,,High
"Plotted Land : Land For Sale In Sirutar, Bhaktapur","Milan Chowk, Sirutar, Bhaktapur",Bhaktapur,2100000,0,0,3.0,0,North East,2074.0,3.8K,0-5-2-0 Sq. Feet,20 Feet / Gravelled,20 Feet , Gravelled,N/A Sq. Feet,2 months ago,"['Drainage', 'Water Supply']",1,20.0,1882.375,,Medium
"House For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Kathmandu",Kathmandu,45000000,4,4,3.0,4,South West,2074.0,8.2K,11 Aana,22 Feet,22 Feet,Unknown,N/A Sq. Feet,1 year ago,"['Garage', 'Balcony', 'Garden', 'Water Supply', 'TV Cable', 'Lawn', 'Frontyard', 'Modular Kitchen', 'Backyard', 'Deck', 'Drainage', 'Wifi', 'Fencing']",0,22.0,3764.75,,Premium
"1.5 Storey House : House For Sale In Tikathali, Lalitpur","Nearby Pawan Pakriti School., Tikathali, Lalitpur",Lalitpur,12500000,2,1,1.5,1,South,2076.0,4.1K,0-3-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,2 months ago,"['Drainage', 'Water Supply', 'Parking']",0,13.0,1026.75,,High
"Residential : House For Sale In Imadol, Lalitpur","Ochu Height, Imadol, Lalitpur",Lalitpur,19000000,4,3,2.5,2,North West,2076.0,1.9K,0-3-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,1195 Sq. Feet,2 months ago,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']",0,13.0,1197.875,1195.0,High
"House For Sale In Pasikot, Kathmandu","chyasingdol, Pasikot, Kathmandu",Kathmandu,32000000,0,0,3.0,0,South West,2074.0,138,0-10-0-0 Aana,20 Feet,20 Feet,Unknown,N/A Aana,2 months ago,[],1,20.0,3422.5,,Premium
"One And Half Storied : House For Sale In Kadaghari, Kathmandu","Birendrachwok, Planning, Kadaghari, Kathmandu",Kathmandu,15500000,2,1,1.5,2,South West,2076.0,5.3K,0-4-0-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,2 months ago,[],0,20.0,1369.0,,High
"Attractive Residential Land On Sale : Land For Sale In Budhanilkantha, Kathmandu","Bhuddha colony, Budhanilkantha, Kathmandu",Kathmandu,3000000,0,0,3.0,0,West,2074.0,48,12 Aana,16 Feet / Paved,16 Feet , Paved,N/A Aana,1 day ago,[],1,16.0,4107.0,,Medium
"18 Aana Land For Sale At Shamkhamul : Land For Sale In Sankhamul, Kathmandu","Sankhamul, Sankhamul, Kathmandu",Kathmandu,6500000,0,0,3.0,0,East,2074.0,46,0-18-0-0 Aana,40 Feet / Blacktopped,40 Feet , Blacktopped,N/A Aana,1 day ago,[],1,40.0,6160.5,,Medium
"Land On Sale At Beautiful Location : Land For Sale In Thankot, Kathmandu","High Vision Colony,Thankot,Mahadevsthan, Thankot, Kathmandu",Kathmandu,2350000,0,0,3.0,0,South,2074.0,232,5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,4 days ago,[],1,13.0,1711.25,,Medium
"4 Aana Land For Sale At Golfutar : Land For Sale In Golfutar, Kathmandu","Golfutar, Golfutar, Kathmandu",Kathmandu,4100000,0,0,3.0,0,East,2074.0,23,0-4-0-0 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Aana,1 day ago,[],1,13.0,1369.0,,Medium
"Commercial Estate Land For Business : Land For Lease In Simara, Bara","Simara Chok, Simara, Bara",Bara,100000,0,0,3.0,0,West,2074.0,323,3.95 Kattha,16 Feet,16 Feet,Unknown,N/A Aana,1 week ago,[],1,16.0,14397.75,,Low
"Commercial Estate Land For Business : Land For Lease In Dhapasi, Kathmandu","Basundhara, Ring Road, Dhapasi, Kathmandu",Kathmandu,200000,0,0,3.0,0,North West,2074.0,203,10 Aana,20 Feet,20 Feet,Unknown,10 Aana,3 weeks ago,[],1,20.0,3422.5,3422.5,Low
"Land For Sale In Gaurighat, Kathmandu","kumarigal, Gaurighat, Kathmandu",Kathmandu,3500000,0,0,3.0,0,South,2074.0,443,6.1 Aana,12 Feet / Paved,12 Feet , Paved,N/A Aana,3 weeks ago,[],1,12.0,2087.725,,Medium
"Flat At Rent : Flat For Rent In Budhanilkantha, Kathmandu","Budhanilkanta, Budhanilkantha, Kathmandu",Kathmandu,30000,2,1,3.0,0,West,2074.0,457,4 Aana,11 Feet,11 Feet,Unknown,4 Aana,3 weeks ago,[],1,11.0,1369.0,1369.0,Low
"18 Ana Budhanilkantha Taulung : Land For Sale In Budhanilkantha, Kathmandu","Man, Budhanilkantha, Kathmandu",Kathmandu,2800000,0,0,3.0,0,West,2074.0,599,18 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,1 month ago,[],1,20.0,6160.5,,Medium
"Budhanilkantha 18 Ana Taulung : Land For Sale In Budhanilkantha, Kathmandu","Man, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,3.0,0,East,2074.0,195,18 Aana,30 Feet / Blacktopped,30 Feet , Blacktopped,N/A Aana,1 month ago,[],1,30.0,6160.5,,Medium
"Land Sale At Jhor, Tokha : Land For Sale In Tokha, Kathmandu","Nearby Baudheshwor Temple, Jhor, Tokha, Kathmandu",Kathmandu,1500000,0,0,3.0,0,East,2074.0,475,0-7-0-0 Aana,58 Feet / Concrete,58 Feet , Concrete,N/A Aana,1 month ago,[],1,58.0,2395.75,,Medium
"Land : Land For Sale In Birtamod, Birtamod","Omchowk, Birtamod, Birtamod",Birtamod,1250000,0,0,3.0,0,East,2003.0,222,11.5 Kattha,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,N/A Aana,1 month ago,[],0,20.0,41917.5,,Low
"Land Sale In Phutung : Land For Sale In Kavresthali, Kathmandu","Phutung, Kavresthali, Kathmandu",Kathmandu,1100000,0,0,3.0,0,South,2074.0,248,0-4-0-0 Aana,10 Feet,10 Feet,Unknown,N/A Aana,1 month ago,[],1,10.0,1369.0,,Low
"Land Sale In Chabahil : Land For Sale In Chabahil, Kathmandu","Chabahil, Chabahil, Kathmandu",Kathmandu,8500000,0,0,3.0,0,South,2074.0,126,0-5-2-0 Aana,13 Feet,13 Feet,Unknown,N/A Aana,1 month ago,[],1,13.0,1882.375,,High
"Land Sale In Jarankhu : Land For Sale In Kavresthali, Kathmandu","Jarankhu, Kavresthali, Kathmandu",Kathmandu,2850000,0,0,3.0,0,South,2074.0,111,0-4-0-0 Aana,10 Feet,10 Feet,Unknown,N/A Aana,1 month ago,[],1,10.0,1369.0,,Medium
"Land Sale In Dharmasthali : Land For Sale In Dharmasthali, Kathmandu","Dharmasthali, Dharmasthali, Kathmandu",Kathmandu,1450000,0,0,3.0,0,West,2074.0,110,0-5-0-0 Aana,20 Feet,20 Feet,Unknown,N/A Aana,1 month ago,[],1,20.0,1711.25,,Medium
"Budhanilkantha Land : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,2600000,0,0,3.0,0,East,2074.0,211,41 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,1 month ago,[],1,15.0,14032.25,,Medium
"Deuba Chokma 1 Ropani : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,3800000,0,0,3.0,0,East,2074.0,142,1 Ropani,30 Feet / Blacktopped,30 Feet , Blacktopped,N/A Aana,1 month ago,[],1,30.0,5476.0,,Medium
"Deuba Biwas 10 Ana : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,3.0,0,South,2074.0,103,10 Aana,30 Feet / Blacktopped,30 Feet , Blacktopped,N/A Aana,1 month ago,[],1,30.0,3422.5,,Medium
"Consultancy : Office Space For Sale In Dillibazar, Kathmandu","Dilli bazzar road, Dillibazar, Kathmandu",Kathmandu,1000000,0,0,3.0,0,North,2074.0,247,3 Aana,26 Feet,26 Feet,Unknown,N/A Aana,1 month ago,['Parking'],1,26.0,1026.75,,Low
"Bansbarima 8 Ana Jagga : Land For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,4200000,0,0,3.0,0,South,2074.0,73,8 Aana,15 Feet,15 Feet,Unknown,N/A Aana,1 month ago,[],1,15.0,2738.0,,Medium
"Budhanilkanyha 8 Ropani : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,6000000,0,0,3.0,0,East,2074.0,72,8 Ropani,35 Feet / Blacktopped,35 Feet , Blacktopped,N/A Aana,1 month ago,[],1,35.0,43808.0,,Medium
"Spacious Flat Bear Grande Hospital : Flat For Rent In Tokha, Kathmandu","Grande Villa height, milantol, tokha, Tokha, Kathmandu",Kathmandu,20000,2,1,3.0,1,West,2074.0,498,5.5 Aana,18 Feet,18 Feet,Unknown,1100 Aana,1 month ago,"['Parking', 'Water Supply', 'Frontyard', 'Fencing']",1,18.0,1882.375,376475.0,Low
"Land Sale : Land For Sale In Bhaktapur, Bhaktapur","duwakot, Bhaktapur, Bhaktapur",Bhaktapur,2100000,0,0,3.0,0,South,2074.0,316,0-6-0-0 Aana,0 Feet,0 Feet,Unknown,N/A Aana,1 month ago,[],1,0.0,2053.5,,Medium
"Flat For RENT : Flat For Rent In Maharajgunj, Kathmandu","Chakrapath,Near Bhat Bhateni, Maharajgunj, Kathmandu",Kathmandu,32000,2,2,5.0,0,West,2074.0,615,1000 Sq. Feet,10 Feet,10 Feet,Unknown,N/A Aana,1 month ago,[],1,10.0,1000.0,,Low
"Commercial / Residential Land : Land For Sale In Imadol, Lalitpur","Kist hospital to hatiban road, Imadol, Lalitpur",Lalitpur,3500000,0,0,3.0,0,South West,2074.0,90,4.5 Aana,7 Meter / Gravelled,7 Meter , Gravelled,N/A Aana,1 month ago,[],1,22.96588,1540.125,,Medium
"Hattigauda 9 Ana Home On Rent : House For Rent In Hattigauda, Kathmandu","Man, Hattigauda, Kathmandu",Kathmandu,75000,7,7,3.0,3,South,2070.0,252,9 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,1 month ago,['Parking'],0,13.0,3080.25,,Low
"Flat On Rent At Lazimpat : Flat For Rent In Lazimpat, Kathmandu","ranibari, Lazimpat, Kathmandu",Kathmandu,30000,1,1,3.0,1,East,2074.0,567,10 Aana,0 Feet,0 Feet,Unknown,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Modular Kitchen', 'Water Supply']",1,0.0,3422.5,,Low
"Bishalnagar 29 Ana For Sale : Land For Sale In Bishal Nagar, Kathmandu","Na, Bishal Nagar, Kathmandu",Kathmandu,8500000,0,0,3.0,0,East,2074.0,141,29 ana Aana,16 Feet,16 Feet,Unknown,N/A Aana,1 month ago,[],1,16.0,9925.25,,High
"Land For Sale In Bhangal, Kathmandu","jyoti nagar,kathmandu, Bhangal, Kathmandu",Kathmandu,2450000,0,0,3.0,0,North East,2074.0,397,0-5-0-0 Aana,16 Feet,16 Feet,Unknown,N/A Aana,1 month ago,[],1,16.0,1711.25,,Medium
"Tallo Baluwatar 1 Ropani : Land For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,5700000,0,0,3.0,0,East,2074.0,344,16 Aana,14 Feet,14 Feet,Unknown,N/A Aana,1 month ago,[],1,14.0,5476.0,,Medium
"Flat/Godown Space Available For Rent : Flat For Rent In Newroad, Kathmandu","Pyukha new road, Newroad, Kathmandu",Kathmandu,20000,0,1,3.0,0,South,2074.0,158,310 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Aana,1 month ago,[],1,0.0,310.0,,Low
"Office Space Available For Rent : Office Space For Rent In Newroad, Kathmandu","Pyukha marg near bira complex, Newroad, Kathmandu",Kathmandu,65000,0,1,3.0,0,South,2074.0,92,320 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Aana,1 month ago,[],1,0.0,320.0,,Low
"Hattigauda Height 9 Ana Land : Land For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,2500000,0,0,3.0,0,South,2074.0,151,9 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,1 month ago,[],1,15.0,3080.25,,Medium
"Office Space For Rent At Imadol Prime Area : Flat For Rent In Mahalaxmi Nagarpalika, Lalitpur","Imadol Mahalaxmi 1, Mahalaxmi Nagarpalika, Lalitpur",Lalitpur,35000,0,0,5.0,2,East,2013.0,106,9 Aana,72 Feet / Blacktopped,72 Feet , Blacktopped,5 Aana,1 month ago,"['Parking', 'Balcony', 'Garage', 'Fencing', 'Drainage', 'Water Supply', 'Water Well', 'Water Tank', 'CCTV', 'Electricity Backup']",0,72.0,3080.25,1711.25,Low
"Rudreswor 4 Ropani , Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,4000000,0,0,3.0,0,North East,2074.0,134,4 Ropani,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,N/A Aana,1 month ago,[],1,15.0,21904.0,,Medium
"Budhanilkantha 21 Ana Bungalow On Rent : House For Rent In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,250000,6,7,3.0,6,South East,2070.0,354,21 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,1 month ago,"['Parking', 'Garage', 'Air Condition', 'Backyard', 'Deck', 'Balcony', 'Frontyard', 'Fencing', 'Garden', 'Modular Kitchen', 'Microwave', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank']",0,16.0,7187.25,,Low
"Ranibari 4 Land : Land For Sale In Ranibari, Kathmandu","Na, Ranibari, Kathmandu",Kathmandu,5700000,0,0,3.0,0,East,2074.0,105,4 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,1 month ago,[],1,15.0,1369.0,,Medium
"Golfutar Hepali Pipalbot : Land For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,3000000,0,0,3.0,0,South West,2074.0,117,5 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Aana,1 month ago,[],1,13.0,1711.25,,Medium
"Commercial Space For Rent : Office Space For Rent In Sorakhutte, Kathmandu","Nearby NCC Bank , Link Road, Sorakhutte, Kathmandu",Kathmandu,60000,0,2,4.5,5,North,2076.0,655,850 Sq. Feet,20 Meter / Blacktopped,20 Meter , Blacktopped,850 Sq. Feet,1 month ago,"['Lawn', 'Drainage', 'Parking']",0,65.6168,850.0,850.0,Low
"12 Aana Land For Sale At Lazimpat : Land For Sale In Lazimpat, Kathmandu","Lazimpat Kathmandu, Lazimpat, Kathmandu",Kathmandu,5500000,0,0,3.0,0,South,2074.0,101,0-12-0-0 Aana,0 Feet,0 Feet,Unknown,N/A Aana,1 month ago,[],1,0.0,4107.0,,Medium
"7 Aana Commercial Land For Sale At Anamnagar : Land For Sale In Anamnagar, Kathmandu","Dhobikhola Corridor, Anamnagar, Kathmandu",Kathmandu,7000000,0,0,3.0,0,East,2074.0,50,0-7-0-0 Aana,9 Meter / Blacktopped,9 Meter , Blacktopped,N/A Aana,1 month ago,[],1,29.52756,2395.75,,Medium
"Flat For Rent In Imadol, Lalitpur","Sitapakha, Imadol, Lalitpur",Lalitpur,25000,2,2,3.0,1,West,2076.0,666,1085 Sq. Feet,13 Feet / Concrete,13 Feet , Concrete,N/A Sq. Feet,1 month ago,"['Lawn', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']",0,13.0,1085.0,,Low
"Office For Rent At New Baneshwor : Flat For Rent In Baneshwor, Kathmandu","New Baneshwor, Baneshwor, Kathmandu",Kathmandu,30000,0,0,2.0,4,East,2074.0,78,500 Sq. Feet,26 Feet / Blacktopped,26 Feet , Blacktopped,N/A Aana,1 month ago,['Parking'],1,26.0,500.0,,Low
"Urgent Land Sale : Land For Sale In Chitapol, Bhaktapur","Nearby Kathmandu Fun Valley, Chitapol, Bhaktapur",Bhaktapur,550000,0,0,3.0,0,South,2074.0,1.4K,0-10-3-0 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Aana,1 month ago,[],1,10.0,3679.1875,,Low
"Apartment Rent In Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,115000,0,0,3.0,0,North East,2074.0,259,1400 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Aana,1 month ago,[],1,0.0,1400.0,,Low
"Apartment Sale In Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,35000000,0,0,3.0,0,North East,2074.0,196,1400 Sq. Feet,20 Feet,20 Feet,Unknown,N/A Aana,1 month ago,[],1,20.0,1400.0,,Premium
